station_id,event_time,outdoor_temperature,outdoor_humidity,dew_point
193255,2024-09-23 13:40:00.000000 UTC,27.5,90,25.7
193255,2024-09-23 13:45:00.000000 UTC,27.7,89,25.7
193255,2024-09-23 13:50:00.000000 UTC,27.9,88,25.7
193255,2024-09-23 13:55:00.000000 UTC,27.9,87,25.6
193255,2024-09-23 14:00:00.000000 UTC,27.9,88,25.8
193255,2024-09-23 14:05:00.000000 UTC,28.2,87,25.9
193255,2024-09-23 14:10:00.000000 UTC,28.6,86,26.0
193255,2024-09-23 14:15:00.000000 UTC,28.7,86,26.1
193255,2024-09-23 14:20:00.000000 UTC,28.8,86,26.2
193255,2024-09-23 14:25:00.000000 UTC,28.9,86,26.3
193255,2024-09-23 14:30:00.000000 UTC,29.2,86,26.6
193255,2024-09-23 14:35:00.000000 UTC,29.3,85,26.5
193255,2024-09-23 14:40:00.000000 UTC,29.4,85,26.6
193255,2024-09-23 14:45:00.000000 UTC,29.4,84,26.4
193255,2024-09-23 14:50:00.000000 UTC,29.6,84,26.6
193255,2024-09-23 14:55:00.000000 UTC,29.7,84,26.7
193255,2024-09-23 15:00:00.000000 UTC,29.9,83,26.7
193255,2024-09-23 15:05:00.000000 UTC,30.1,83,26.8
193255,2024-09-23 15:10:00.000000 UTC,29.9,82,26.5
193255,2024-09-23 15:15:00.000000 UTC,29.7,83,26.5
193255,2024-09-23 15:20:00.000000 UTC,29.4,84,26.5
193255,2024-09-23 15:25:00.000000 UTC,29.3,84,26.3
193255,2024-09-23 15:30:00.000000 UTC,29.4,84,26.4
193255,2024-09-23 15:35:00.000000 UTC,30.0,83,26.8
193255,2024-09-23 15:40:00.000000 UTC,30.3,81,26.7
193255,2024-09-23 15:45:00.000000 UTC,30.6,82,27.2
193255,2024-09-23 15:50:00.000000 UTC,30.4,81,26.8
193255,2024-09-23 15:55:00.000000 UTC,30.8,80,26.9
193255,2024-09-23 16:00:00.000000 UTC,30.8,78,26.5
193255,2024-09-23 16:05:00.000000 UTC,30.8,80,26.9
193255,2024-09-23 16:10:00.000000 UTC,31.1,81,27.4
193255,2024-09-23 16:15:00.000000 UTC,31.3,79,27.3
193255,2024-09-23 16:20:00.000000 UTC,31.3,79,27.3
193255,2024-09-23 16:25:00.000000 UTC,31.4,79,27.3
193255,2024-09-23 16:30:00.000000 UTC,31.5,79,27.4
193255,2024-09-23 16:35:00.000000 UTC,31.6,77,27.1
193255,2024-09-23 16:40:00.000000 UTC,31.7,77,27.2
193255,2024-09-23 16:45:00.000000 UTC,31.6,78,27.3
193255,2024-09-23 16:50:00.000000 UTC,31.6,78,27.3
193255,2024-09-23 16:55:00.000000 UTC,31.7,78,27.4
193255,2024-09-23 17:00:00.000000 UTC,32.1,76,27.3
193255,2024-09-23 17:05:00.000000 UTC,32.2,75,27.2
193255,2024-09-23 17:10:00.000000 UTC,32.2,78,27.9
193255,2024-09-23 17:15:00.000000 UTC,32.5,76,27.7
193255,2024-09-23 17:20:00.000000 UTC,32.1,75,27.1
193255,2024-09-23 17:25:00.000000 UTC,31.6,77,27.1
193255,2024-09-23 17:30:00.000000 UTC,32.0,80,28.1
193255,2024-09-23 17:35:00.000000 UTC,32.2,78,27.9
193255,2024-09-23 17:40:00.000000 UTC,32.3,75,27.3
193255,2024-09-23 17:45:00.000000 UTC,31.7,77,27.1
193255,2024-09-23 17:50:00.000000 UTC,31.6,77,27.0
193255,2024-09-23 17:55:00.000000 UTC,31.7,79,27.6
193255,2024-09-23 18:00:00.000000 UTC,31.6,78,27.2
193255,2024-09-23 18:05:00.000000 UTC,31.7,78,27.4
193255,2024-09-23 18:10:00.000000 UTC,31.9,76,27.2
193255,2024-09-23 18:15:00.000000 UTC,32.3,74,27.1
193255,2024-09-23 18:20:00.000000 UTC,32.5,73,27.0
193255,2024-09-23 18:25:00.000000 UTC,32.5,76,27.7
193255,2024-09-23 18:30:00.000000 UTC,32.6,73,27.1
193255,2024-09-23 18:35:00.000000 UTC,32.9,72,27.2
193255,2024-09-23 18:40:00.000000 UTC,32.9,72,27.2
193255,2024-09-23 18:45:00.000000 UTC,33.2,70,27.0
193255,2024-09-23 18:50:00.000000 UTC,33.0,70,26.8
193255,2024-09-23 18:55:00.000000 UTC,33.4,71,27.4
193255,2024-09-23 19:00:00.000000 UTC,33.1,71,27.1
193255,2024-09-23 19:05:00.000000 UTC,32.9,71,27.0
193255,2024-09-23 19:10:00.000000 UTC,33.4,74,28.2
193255,2024-09-23 19:15:00.000000 UTC,33.3,72,27.6
193255,2024-09-23 19:20:00.000000 UTC,33.2,71,27.2
193255,2024-09-23 19:25:00.000000 UTC,33.1,72,27.3
193255,2024-09-23 19:30:00.000000 UTC,33.3,72,27.5
193255,2024-09-23 19:35:00.000000 UTC,33.3,74,28.0
193255,2024-09-23 19:40:00.000000 UTC,33.3,72,27.6
193255,2024-09-23 19:45:00.000000 UTC,33.2,71,27.2
193255,2024-09-23 19:50:00.000000 UTC,33.3,72,27.5
193255,2024-09-23 19:55:00.000000 UTC,33.4,71,27.5
193255,2024-09-23 20:00:00.000000 UTC,33.4,70,27.2
193255,2024-09-23 20:05:00.000000 UTC,33.2,71,27.2
193255,2024-09-23 20:10:00.000000 UTC,33.4,71,27.4
193255,2024-09-23 20:15:00.000000 UTC,33.2,71,27.2
193255,2024-09-23 20:20:00.000000 UTC,32.9,73,27.4
193255,2024-09-23 20:25:00.000000 UTC,32.8,72,27.1
193255,2024-09-23 20:30:00.000000 UTC,32.4,74,27.2
193255,2024-09-23 20:35:00.000000 UTC,32.7,71,26.7
193255,2024-09-23 20:40:00.000000 UTC,32.9,72,27.2
193255,2024-09-23 20:45:00.000000 UTC,32.9,70,26.7
193255,2024-09-23 20:50:00.000000 UTC,32.8,71,26.9
193255,2024-09-23 20:55:00.000000 UTC,32.7,72,27.0
193255,2024-09-23 21:00:00.000000 UTC,32.8,70,26.6
193255,2024-09-23 21:05:00.000000 UTC,32.7,73,27.2
193255,2024-09-23 21:10:00.000000 UTC,32.7,74,27.5
193255,2024-09-23 21:15:00.000000 UTC,32.9,72,27.2
193255,2024-09-23 21:20:00.000000 UTC,32.8,71,26.8
193255,2024-09-23 21:25:00.000000 UTC,32.7,73,27.2
193255,2024-09-23 21:30:00.000000 UTC,32.7,73,27.2
193255,2024-09-23 21:35:00.000000 UTC,32.8,71,26.8
193255,2024-09-23 21:40:00.000000 UTC,32.8,70,26.6
193255,2024-09-23 21:45:00.000000 UTC,32.6,72,26.9
193255,2024-09-23 21:50:00.000000 UTC,32.4,69,26.0
193255,2024-09-23 21:55:00.000000 UTC,32.3,70,26.2
193255,2024-09-23 22:00:00.000000 UTC,32.6,71,26.6
193255,2024-09-23 22:05:00.000000 UTC,32.6,69,26.1
193255,2024-09-23 22:10:00.000000 UTC,32.4,72,26.7
193255,2024-09-23 22:15:00.000000 UTC,32.6,71,26.6
193255,2024-09-23 22:20:00.000000 UTC,32.4,72,26.7
193255,2024-09-23 22:25:00.000000 UTC,32.2,70,26.1
193255,2024-09-23 22:30:00.000000 UTC,32.1,71,26.1
193255,2024-09-23 22:35:00.000000 UTC,31.9,72,26.3
193255,2024-09-23 22:40:00.000000 UTC,31.8,72,26.2
193255,2024-09-23 22:45:00.000000 UTC,31.7,74,26.5
193255,2024-09-23 22:50:00.000000 UTC,31.6,74,26.4
193255,2024-09-23 22:55:00.000000 UTC,31.4,74,26.2
193255,2024-09-23 23:00:00.000000 UTC,31.5,75,26.5
193255,2024-09-23 23:05:00.000000 UTC,31.3,74,26.1
193255,2024-09-23 23:10:00.000000 UTC,31.3,74,26.1
193255,2024-09-23 23:15:00.000000 UTC,31.2,75,26.2
193255,2024-09-23 23:20:00.000000 UTC,31.2,73,25.7
193255,2024-09-23 23:25:00.000000 UTC,31.2,74,26.0
193255,2024-09-23 23:30:00.000000 UTC,30.8,75,25.9
193255,2024-09-23 23:35:00.000000 UTC,30.6,76,25.8
193255,2024-09-23 23:40:00.000000 UTC,30.5,77,26.0
193255,2024-09-23 23:45:00.000000 UTC,30.4,77,25.9
193255,2024-09-23 23:50:00.000000 UTC,30.3,78,26.1
193255,2024-09-23 23:55:00.000000 UTC,30.3,78,26.0
193255,2024-09-24 00:00:00.000000 UTC,30.1,78,25.8
193255,2024-09-24 00:05:00.000000 UTC,29.9,79,25.8
193255,2024-09-24 00:10:00.000000 UTC,29.8,78,25.6
193255,2024-09-24 00:15:00.000000 UTC,29.8,77,25.3
193255,2024-09-24 00:20:00.000000 UTC,29.8,77,25.3
193255,2024-09-24 00:25:00.000000 UTC,29.7,76,25.0
193255,2024-09-24 00:30:00.000000 UTC,29.6,77,25.1
193255,2024-09-24 00:35:00.000000 UTC,29.5,78,25.3
193255,2024-09-24 00:40:00.000000 UTC,29.4,79,25.4
193255,2024-09-24 00:45:00.000000 UTC,29.4,80,25.6
193255,2024-09-24 00:50:00.000000 UTC,29.3,80,25.5
193255,2024-09-24 00:55:00.000000 UTC,29.3,80,25.5
193255,2024-09-24 01:00:00.000000 UTC,29.3,81,25.7
193255,2024-09-24 01:05:00.000000 UTC,29.3,80,25.5
193255,2024-09-24 01:10:00.000000 UTC,29.3,80,25.5
193255,2024-09-24 01:15:00.000000 UTC,29.3,80,25.5
193255,2024-09-24 01:20:00.000000 UTC,29.2,79,25.2
193255,2024-09-24 01:25:00.000000 UTC,29.2,80,25.4
193255,2024-09-24 01:30:00.000000 UTC,29.2,80,25.4
193255,2024-09-24 01:35:00.000000 UTC,29.2,80,25.4
193255,2024-09-24 01:40:00.000000 UTC,29.1,80,25.3
193255,2024-09-24 01:45:00.000000 UTC,29.1,81,25.5
193255,2024-09-24 01:50:00.000000 UTC,29.1,81,25.5
193255,2024-09-24 01:55:00.000000 UTC,29.1,82,25.7
193255,2024-09-24 02:00:00.000000 UTC,29.2,82,25.8
193255,2024-09-24 02:05:00.000000 UTC,29.1,82,25.7
193255,2024-09-24 02:10:00.000000 UTC,29.1,81,25.5
193255,2024-09-24 02:15:00.000000 UTC,29.1,81,25.5
193255,2024-09-24 02:20:00.000000 UTC,29.0,82,25.6
193255,2024-09-24 02:25:00.000000 UTC,28.9,81,25.4
193255,2024-09-24 02:30:00.000000 UTC,29.0,82,25.6
193255,2024-09-24 02:35:00.000000 UTC,29.0,82,25.6
193255,2024-09-24 02:40:00.000000 UTC,28.9,81,25.4
193255,2024-09-24 02:45:00.000000 UTC,28.9,82,25.6
193255,2024-09-24 02:50:00.000000 UTC,28.9,82,25.6
193255,2024-09-24 02:55:00.000000 UTC,28.9,82,25.6
193255,2024-09-24 03:00:00.000000 UTC,28.9,83,25.7
193255,2024-09-24 03:05:00.000000 UTC,28.8,83,25.7
193255,2024-09-24 03:10:00.000000 UTC,28.8,83,25.7
193255,2024-09-24 03:15:00.000000 UTC,28.9,84,25.9
193255,2024-09-24 03:20:00.000000 UTC,28.8,84,25.9
193255,2024-09-24 03:25:00.000000 UTC,28.8,84,25.9
193255,2024-09-24 03:30:00.000000 UTC,28.8,84,25.9
193255,2024-09-24 03:35:00.000000 UTC,28.8,84,25.9
193255,2024-09-24 03:40:00.000000 UTC,28.8,84,25.9
193255,2024-09-24 03:45:00.000000 UTC,28.8,85,26.0
193255,2024-09-24 03:50:00.000000 UTC,28.7,85,25.9
193255,2024-09-24 03:55:00.000000 UTC,28.7,86,26.1
193255,2024-09-24 04:00:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 04:05:00.000000 UTC,28.6,85,25.8
193255,2024-09-24 04:10:00.000000 UTC,28.5,85,25.7
193255,2024-09-24 04:15:00.000000 UTC,28.5,86,25.9
193255,2024-09-24 04:20:00.000000 UTC,28.4,86,25.9
193255,2024-09-24 04:25:00.000000 UTC,28.5,85,25.7
193255,2024-09-24 04:30:00.000000 UTC,28.4,86,25.8
193255,2024-09-24 04:35:00.000000 UTC,28.4,87,26.0
193255,2024-09-24 04:40:00.000000 UTC,28.4,85,25.7
193255,2024-09-24 04:45:00.000000 UTC,28.4,86,25.9
193255,2024-09-24 04:50:00.000000 UTC,28.4,85,25.7
193255,2024-09-24 04:55:00.000000 UTC,28.5,85,25.7
193255,2024-09-24 05:00:00.000000 UTC,28.5,86,25.9
193255,2024-09-24 05:05:00.000000 UTC,28.5,86,25.9
193255,2024-09-24 05:10:00.000000 UTC,28.5,86,25.9
193255,2024-09-24 05:15:00.000000 UTC,28.5,87,26.1
193255,2024-09-24 05:20:00.000000 UTC,28.4,86,25.9
193255,2024-09-24 05:25:00.000000 UTC,28.6,85,25.8
193255,2024-09-24 05:30:00.000000 UTC,28.6,85,25.8
193255,2024-09-24 05:35:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 05:40:00.000000 UTC,28.6,85,25.8
193255,2024-09-24 05:45:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 05:50:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 05:55:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 06:00:00.000000 UTC,28.6,85,25.8
193255,2024-09-24 06:05:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 06:10:00.000000 UTC,28.5,87,26.1
193255,2024-09-24 06:15:00.000000 UTC,28.4,87,26.1
193255,2024-09-24 06:20:00.000000 UTC,28.4,86,25.9
193255,2024-09-24 06:25:00.000000 UTC,28.4,87,26.0
193255,2024-09-24 06:30:00.000000 UTC,28.3,87,25.9
193255,2024-09-24 06:35:00.000000 UTC,28.2,88,26.0
193255,2024-09-24 06:40:00.000000 UTC,28.1,89,26.1
193255,2024-09-24 06:45:00.000000 UTC,28.1,89,26.1
193255,2024-09-24 06:50:00.000000 UTC,28.0,89,26.0
193255,2024-09-24 06:55:00.000000 UTC,28.0,89,26.0
193255,2024-09-24 07:00:00.000000 UTC,27.9,89,25.9
193255,2024-09-24 07:05:00.000000 UTC,27.9,89,26.0
193255,2024-09-24 07:10:00.000000 UTC,27.9,89,26.0
193255,2024-09-24 07:15:00.000000 UTC,27.9,89,26.0
193255,2024-09-24 07:20:00.000000 UTC,27.9,89,26.0
193255,2024-09-24 07:25:00.000000 UTC,27.9,88,25.8
193255,2024-09-24 07:30:00.000000 UTC,28.0,88,25.8
193255,2024-09-24 07:35:00.000000 UTC,28.1,87,25.7
193255,2024-09-24 07:40:00.000000 UTC,28.1,87,25.7
193255,2024-09-24 07:45:00.000000 UTC,28.2,87,25.8
193255,2024-09-24 07:50:00.000000 UTC,28.2,87,25.8
193255,2024-09-24 07:55:00.000000 UTC,28.2,88,26.0
193255,2024-09-24 08:00:00.000000 UTC,28.2,87,25.9
193255,2024-09-24 08:05:00.000000 UTC,28.2,88,26.0
193255,2024-09-24 08:10:00.000000 UTC,28.2,87,25.9
193255,2024-09-24 08:15:00.000000 UTC,28.2,87,25.8
193255,2024-09-24 08:20:00.000000 UTC,28.2,87,25.8
193255,2024-09-24 08:25:00.000000 UTC,28.2,87,25.8
193255,2024-09-24 08:30:00.000000 UTC,28.2,87,25.8
193255,2024-09-24 08:35:00.000000 UTC,28.2,87,25.8
193255,2024-09-24 08:40:00.000000 UTC,28.2,88,26.0
193255,2024-09-24 08:45:00.000000 UTC,28.2,87,25.8
193255,2024-09-24 08:50:00.000000 UTC,28.2,87,25.8
193255,2024-09-24 08:55:00.000000 UTC,28.1,87,25.7
193255,2024-09-24 09:00:00.000000 UTC,28.1,87,25.7
193255,2024-09-24 09:05:00.000000 UTC,28.1,87,25.7
193255,2024-09-24 09:10:00.000000 UTC,28.1,87,25.7
193255,2024-09-24 09:15:00.000000 UTC,28.1,87,25.7
193255,2024-09-24 09:20:00.000000 UTC,28.1,88,25.9
193255,2024-09-24 09:25:00.000000 UTC,28.1,87,25.7
193255,2024-09-24 09:30:00.000000 UTC,28.2,87,25.8
193255,2024-09-24 09:35:00.000000 UTC,28.2,87,25.9
193255,2024-09-24 09:40:00.000000 UTC,28.2,87,25.9
193255,2024-09-24 09:45:00.000000 UTC,28.3,87,25.9
193255,2024-09-24 09:50:00.000000 UTC,28.3,87,26.0
193255,2024-09-24 09:55:00.000000 UTC,28.4,87,26.1
193255,2024-09-24 10:00:00.000000 UTC,28.5,86,25.9
193255,2024-09-24 10:05:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 10:10:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 10:15:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 10:20:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 10:25:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 10:30:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 10:35:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 10:40:00.000000 UTC,28.7,85,25.9
193255,2024-09-24 10:45:00.000000 UTC,28.7,85,25.9
193255,2024-09-24 10:50:00.000000 UTC,28.6,84,25.6
193255,2024-09-24 10:55:00.000000 UTC,28.6,85,25.8
193255,2024-09-24 11:00:00.000000 UTC,28.6,85,25.8
193255,2024-09-24 11:05:00.000000 UTC,28.6,86,26.0
193255,2024-09-24 11:10:00.000000 UTC,28.7,85,25.9
193255,2024-09-24 11:15:00.000000 UTC,28.6,84,25.6
